"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
24.5,97,140,-9.05567614318293
24.5,97,141,-9.18871956162155
24.5,97,142,-9.32172306831836
24.5,97,143,-9.45405592483273
24.5,97,144,-9.58502106064731
24.5,97,145,-9.71385760684108
24.5,97,146,-9.83974585766685
24.5,97,147,-9.96181507233843
24.5,97,148,-10.0791544662641
24.5,97,149,-10.1908276238729
24.5,97,150,-10.2958903872701
24.5,97,151,-10.3934120360141
24.5,97,152,-10.4824992827868
24.5,97,153,-10.5623222890399
24.5,97,154,-10.6321415876153
24.5,97,155,-10.6913345295327
24.5,97,156,-10.7394196973291
24.5,97,157,-10.7760776904286
24.5,97,158,-10.801166816949
24.5,97,159,-10.8147325251552
24.5,97,160,-10.8170098519694
24.5,97,161,-10.8084187042557
24.5,97,162,-10.7895523514378
24.5,97,163,-10.7611600209233
24.5,97,164,-10.7241248862358
24.5,97,165,-10.6794389790625
24.5,97,166,-10.6281766261826
24.5,97,167,-10.5714679235719
24.5,97,168,-10.5104735471509
24.5,97,169,-10.44636190835
24.5,97,170,-10.380289340109
24.5,97,171,-10.3133836858327
24.5,97,172,-10.2467313897937
24.5,97,173,-10.1813679696074
24.5,97,174,-10.1182715954965
24.5,97,175,-10.0583594042469
24.5,97,176,-10.0024861296997
24.5,97,177,-9.95144462535087
24.5,97,178,-9.90596787679222
24.5,97,179,-9.86673214202702
24.5,97,180,-9.83436090767323
24.5,98,0,7.05927299163272
24.5,98,1,7.04001734212578
24.5,98,2,7.0168992547154
24.5,98,3,6.9899129102969
24.5,98,4,6.95905374225058
24.5,98,5,6.9243184132745
24.5,98,6,6.88570479466079
24.5,98,7,6.84321194849228
24.5,98,8,6.79684011326844
24.5,98,9,6.74659069350202
24.5,98,10,6.69246625385967
24.5,98,11,6.63447051845168
24.5,98,12,6.57260837590514
24.5,98,13,6.50688589088319
24.5,98,14,6.43731032273809
24.5,98,15,6.36389015200773
24.5,98,16,6.28663511548325
24.5,98,17,6.205556250589
24.5,98,18,6.12066594982438
24.5,98,19,6.03197802601948
24.5,98,20,5.93950778915272
24.5,98,21,5.84327213546745
24.5,98,22,5.74328964960571
24.5,98,23,5.63958072044987
24.5,98,24,5.53216767132638
24.5,98,25,5.42107490517895
24.5,98,26,5.3063290652603
24.5,98,27,5.18795921182179
24.5,98,28,5.06599701519636
24.5,98,29,4.94047696557143
24.5,98,30,4.81143659963338
24.5,98,31,4.67891674413124
24.5,98,32,4.54296177625275
24.5,98,33,4.40361990052818
24.5,98,34,4.26094344177368
24.5,98,35,4.11498915335341
24.5,98,36,3.9658185397753
24.5,98,37,3.81349819233523
24.5,98,38,3.65810013618588
24.5,98,39,3.49970218682591
24.5,98,40,3.33838831357951
24.5,98,41,3.17424900716343
24.5,98,42,3.00738164791632
24.5,98,43,2.83789087069357
24.5,98,44,2.66588892181069
24.5,98,45,2.49149600275239
24.5,98,46,2.31484059465972
24.5,98,47,2.13605975687174
24.5,98,48,1.95529939204523
24.5,98,49,1.77271446962226
24.5,98,50,1.58846919868495
24.5,98,51,1.40273714055594
24.5,98,52,1.2157012509079
24.5,98,53,1.02755384067442
24.5,98,54,0.838496444755465
24.5,98,55,0.648739587432787
24.5,98,56,0.458502433610624
24.5,98,57,0.26801231553047
24.5,98,58,0.0775041255321031
24.5,98,59,-0.112780433202823
24.5,98,60,-0.302593744139834
24.5,98,61,-0.491683326967868
24.5,98,62,-0.679793040233669
24.5,98,63,-0.866664434613975
24.5,98,64,-1.05203825055053
24.5,98,65,-1.23565604973305
24.5,98,66,-1.41726196540535
24.5,98,67,-1.59660455184029
24.5,98,68,-1.77343870876684
24.5,98,69,-1.94752765224787
24.5,98,70,-2.11864489973424
24.5,98,71,-2.28657623399306
24.5,98,72,-2.45112160855163
24.5,98,73,-2.61209695641049
24.5,98,74,-2.76933586420799
24.5,98,75,-2.92269107585347
24.5,98,76,-3.07203579289681
24.5,98,77,-3.21726474349832
24.5,98,78,-3.35829499764728
24.5,98,79,-3.49506651301663
24.5,98,80,-3.62754240323499
24.5,98,81,-3.75570892806121
24.5,98,82,-3.87957521259368
24.5,98,83,-3.99917270987654
24.5,98,84,-4.11455442774435
24.5,98,85,-4.22579394620002
24.5,98,86,-4.33298425583818
24.5,98,87,-4.43623645068394
24.5,98,88,-4.53567831027221
24.5,98,89,-4.63145280588861
24.5,98,90,-4.72371656473967
24.5,98,91,-4.81263832358859
24.5,98,92,-4.89839740029226
24.5,98,93,-4.98118220793641
24.5,98,94,-5.06118883212387
24.5,98,95,-5.13861968765019
24.5,98,96,-5.21368226650102
24.5,98,97,-5.28658798499622
24.5,98,98,-5.35755113411734
24.5,98,99,-5.42678793368242
24.5,98,100,-5.49451568812973
24.5,98,101,-5.56095203926458
24.5,98,102,-5.62631430940291
24.5,98,103,-5.690818926884
24.5,98,104,-5.75468092487591
24.5,98,105,-5.81811350370351
24.5,98,106,-5.88132764652636
24.5,98,107,-5.94453177801663
24.5,98,108,-6.00793145567111
24.5,98,109,-6.07172908347681
24.5,98,110,-6.13612363778117
24.5,98,111,-6.2013103953502
24.5,98,112,-6.26748065368984
24.5,98,113,-6.33482143372663
24.5,98,114,-6.40351515486852
24.5,98,115,-6.47373927227784
24.5,98,116,-6.54566586587563
24.5,98,117,-6.61946117015385
24.5,98,118,-6.69528503330315
24.5,98,119,-6.77329029347287
24.5,98,120,-6.8536220591854
24.5,98,121,-6.93641688004791
24.5,98,122,-7.02180179297486
24.5,98,123,-7.10989322819906
24.5,98,124,-7.20079575846773
24.5,98,125,-7.2946006740745
24.5,98,126,-7.39138436587704
24.5,98,127,-7.49120649833399
24.5,98,128,-7.5941079550481
24.5,98,129,-7.70010854056062
24.5,98,130,-7.80920442450197
24.5,98,131,-7.92136531803514
24.5,98,132,-8.03653137828201
24.5,98,133,-8.15460984463407
24.5,98,134,-8.27547142213957
24.5,98,135,-8.39894644221863
24.5,98,136,-8.5248208505148
24.5,98,137,-8.65283209645494
24.5,98,138,-8.78266502964903
24.5,98,139,-8.91394794494988
24.5,98,140,-9.04624896067834
24.5,98,141,-9.17907296234855
24.5,98,142,-9.3118593952963
24.5,98,143,-9.44398124061828
24.5,98,144,-9.57474555472067
24.5,98,145,-9.70339598652299
24.5,98,146,-9.8291176989476
24.5,98,147,-9.95104510213529
24.5,98,148,-10.0682727436185
24.5,98,149,-10.1798695852762
24.5,98,150,-10.2848967215896
24.5,98,151,-10.3824283582747
24.5,98,152,-10.4715755840284
24.5,98,153,-10.5515121518504
24.5,98,154,-10.6215011733031
24.5,98,155,-10.680921362031
24.5,98,156,-10.7292912887816
24.5,98,157,-10.7662900714084
24.5,98,158,-10.791773047642
24.5,98,159,-10.8057812702289
24.5,98,160,-10.8085440998161
24.5,98,161,-10.8004747007396
24.5,98,162,-10.7821588004923
24.5,98,163,-10.7543375818324
24.5,98,164,-10.7178859733218
24.5,98,165,-10.6737878469575
24.5,98,166,-10.62310970545
24.5,98,167,-10.5669743587869
24.5,98,168,-10.5065358831503
24.5,98,169,-10.4429568697809
24.5,98,170,-10.3773886534989
24.5,98,171,-10.3109549006937
24.5,98,172,-10.2447386642672
24.5,98,173,-10.179772795545
24.5,98,174,-10.1170334466848
24.5,98,175,-10.057436299095
24.5,98,176,-10.0018351058084
24.5,98,177,-9.9510221279165
24.5,98,178,-9.90573006587298
24.5,98,179,-9.86663512552187
24.5,98,180,-9.83436090767323
24.5,99,0,7.05927299163272
24.5,99,1,7.04008241949024
24.5,99,2,7.01703051496287
24.5,99,3,6.99011154296689
24.5,99,4,6.95932104020732
24.5,99,5,6.9246557914874
24.5,99,6,6.88611380844533
24.5,99,7,6.84369431120344
24.5,99,8,6.79739771344632
24.5,99,9,6.74722561147579
24.5,99,10,6.69318077782178
24.5,99,11,6.6352671600182
24.5,99,12,6.57348988518161
24.5,99,13,6.50785527105717
24.5,99,14,6.43837084421985
24.5,99,15,6.36504536613979
24.5,99,16,6.28788886783696
24.5,99,17,6.20691269386223
24.5,99,18,6.1221295563488
24.5,99,19,6.03355359987866
24.5,99,20,5.94120047790298
24.5,99,21,5.84508744144276
24.5,99,22,5.74523344077503
24.5,99,23,5.64165924078098
24.5,99,24,5.53438755059348
24.5,99,25,5.42344316813305
24.5,99,26,5.30885314006089
24.5,99,27,5.19064693760606
24.5,99,28,5.06885664863763
24.5,99,29,4.94351718625242
24.5,99,30,4.81466651403171
24.5,99,31,4.68234588798473
24.5,99,32,4.54660011504053
24.5,99,33,4.40747782777088
24.5,99,34,4.26503177482182
24.5,99,35,4.11931912629865
24.5,99,36,3.97040179308382
24.5,99,37,3.81834675876814
24.5,99,38,3.66322642253773
24.5,99,39,3.50511895098059
24.5,99,40,3.34410863635439
24.5,99,41,3.18028625838792
24.5,99,42,3.01374944617276
24.5,99,43,2.84460303613777
24.5,99,44,2.67295942148808
24.5,99,45,2.4989388878374
24.5,99,46,2.32266992907156
24.5,99,47,2.14428953676378
24.5,99,48,1.96394345572915
24.5,99,49,1.78178639757673
24.5,99,50,1.59798220341371
24.5,99,51,1.41270394620576
24.5,99,52,1.22613396273513
24.5,99,53,1.03846380466206
24.5,99,54,0.849894097931921
24.5,99,55,0.660634299728725
24.5,99,56,0.47090234241015
24.5,99,57,0.280924154423244
24.5,99,58,0.0909330491482434
24.5,99,59,-0.098831026001607
24.5,99,60,-0.28812238604346
24.5,99,61,-0.476690653919594
24.5,99,62,-0.664281955635348
24.5,99,63,-0.850640262307686
24.5,99,64,-1.03550887260572
24.5,99,65,-1.21863202491585
24.5,99,66,-1.39975662416717
24.5,99,67,-1.57863406375671
24.5,99,68,-1.75502211860101
24.5,99,69,-1.92868688121629
24.5,99,70,-2.09940470912034
24.5,99,71,-2.26696414897987
24.5,99,72,-2.43116780101488
24.5,99,73,-2.59183408640205
24.5,99,74,-2.74879888093272
24.5,99,75,-2.90191698005806
24.5,99,76,-3.05106336369853
24.5,99,77,-3.19613423373345
24.5,99,78,-3.3370478027638
24.5,99,79,-3.47374481932558
24.5,99,80,-3.60618882193238
24.5,99,81,-3.73436612180819
24.5,99,82,-3.8582855215819
24.5,99,83,-3.97797778420522
24.5,99,84,-4.0934948726076
24.5,99,85,-4.20490898585066
24.5,99,86,-4.31231142159068
24.5,99,87,-4.4158112973854
24.5,99,88,-4.51553416475064
24.5,99,89,-4.61162054992715
24.5,99,90,-4.70422445416667
24.5,99,91,-4.79351184415465
24.5,99,92,-4.87965916015717
24.5,99,93,-4.96285186583593
24.5,99,94,-5.04328305964332
24.5,99,95,-5.12115216350732
24.5,99,96,-5.19666370033613
24.5,99,97,-5.27002616787793
24.5,99,98,-5.34145101278967
24.5,99,99,-5.41115170549064
24.5,99,100,-5.4793429135559
24.5,99,101,-5.54623976906411
24.5,99,102,-5.61205722344759
24.5,99,103,-5.67700948197173
24.5,99,104,-5.74130950895147
24.5,99,105,-5.80516859413824
24.5,99,106,-5.8687959703198
24.5,99,107,-5.93239847200365
24.5,99,108,-5.99618022503877
24.5,99,109,-6.06034235711293
24.5,99,110,-6.12508271918943
24.5,99,111,-6.19059560807254
24.5,99,112,-6.25707148037613
24.5,99,113,-6.32469664818372
24.5,99,114,-6.39365294660647
24.5,99,115,-6.46411736325137
24.5,99,116,-6.53626161929437
24.5,99,117,-6.61025169140802
24.5,99,118,-6.68624726322184
24.5,99,119,-6.76440109430401
24.5,99,120,-6.84485829385933
24.5,99,121,-6.92775548546386
24.5,99,122,-7.01321984823271
24.5,99,123,-7.10136801888968
24.5,99,124,-7.19230483833579
24.5,99,125,-7.28612192557937
24.5,99,126,-7.38289606140112
24.5,99,127,-7.48268736402344
24.5,99,128,-7.58553723951686
24.5,99,129,-7.6914660909411
24.5,99,130,-7.8004707725781
24.5,99,131,-7.91252177943465
24.5,99,132,-8.02756016791819
24.5,99,133,-8.14549421174986
24.5,99,134,-8.26619580838586
24.5,99,135,-8.38949666615065
24.5,99,136,-8.51518432166124
24.5,99,137,-8.64299806163384
24.5,99,138,-8.77262485339169
24.5,99,139,-8.90369542465551
24.5,99,140,-9.03578067536066
24.5,99,141,-9.16838865145737
24.5,99,142,-9.30096236103042
24.5,99,143,-9.43287876336376
24.5,99,144,-9.56344930679817
24.5,99,145,-9.69192242446927
24.5,99,146,-9.81748840939918
24.5,99,147,-9.93928707151602
24.5,99,148,-10.0564185179401
24.5,99,149,-10.1679572842924
24.5,99,150,-10.2729698722426
24.5,99,151,-10.370535516741
24.5,99,152,-10.4597697243635
24.5,99,153,-10.5398498124392
24.5,99,154,-10.6100413695402
24.5,99,155,-10.669724293544
24.5,99,156,-10.7184168899482
24.5,99,157,-10.7557964721915
24.5,99,158,-10.7817150250469
24.5,99,159,-10.7962087765814
24.5,99,160,-10.799500951164
24.5,99,161,-10.7919974969832
24.5,99,162,-10.7742761297999
24.5,99,163,-10.7470695381286
24.5,99,164,-10.7112439904446
24.5,99,165,-10.6677748297275
24.5,99,166,-10.6177204190249
24.5,99,167,-10.5621960248971
24.5,99,168,-10.5023489256105
24.5,99,169,-10.4393357515177
24.5,99,170,-10.3743027519996
24.5,99,171,-10.3083693767089
24.5,99,172,-10.2426152882072
24.5,99,173,-10.1780707059538
24.5,99,174,-10.1157098244365
24.5,99,175,-10.0564469489073
24.5,99,176,-10.0011349429977
24.5,99,177,-9.95056557298196
24.5,99,178,-9.90547135262024
24.5,99,179,-9.86652853024659
24.5,99,180,-9.83436090767323
24.5,100,0,7.05927299163272
24.5,100,1,7.04015284534534
24.5,100,2,7.01717266056851
24.5,100,3,6.99032679943279
24.5,100,4,6.95961091710981
24.5,100,5,6.92502193760316
24.5,100,6,6.88655803194132
24.5,100,7,6.84421859926572
24.5,100,8,6.7980042513379
24.5,100,9,6.74791680102004
24.5,100,10,6.69395925531328
24.5,100,11,6.63613581356723
24.5,100,12,6.5744518715015
24.5,100,13,6.50891403170542
24.5,100,14,6.43953012130474
24.5,100,15,6.36630921750263
24.5,100,16,6.28926168171813
24.5,100,17,6.20839920305487
24.5,100,18,6.12373485183834
24.5,100,19,6.03528314395889
24.5,100,20,5.94306011675036
24.5,100,21,5.84708341711943
24.5,100,22,5.74737240261825
24.5,100,23,5.64394825612165
24.5,100,24,5.53683411472981
24.5,100,25,5.42605521346616
24.5,100,26,5.31163904427857
24.5,100,27,5.19361553077743
24.5,100,28,5.07201721905666
24.5,100,29,4.94687948484092
24.5,100,30,4.81824075708335
24.5,100,31,4.68614275800059
24.5,100,32,4.5506307593742
24.5,100,33,4.41175385476685
24.5,100,34,4.26956524709582
24.5,100,35,4.12412255077247
24.5,100,36,3.97548810735122
24.5,100,37,3.82372931333256
24.5,100,38,3.66891895842814
24.5,100,39,3.51113557221982
24.5,100,40,3.35046377672541
24.5,100,41,3.18699464191999
24.5,100,42,3.02082604075235
24.5,100,43,2.85206299964039
24.5,100,44,2.68081803982988
24.5,100,45,2.50721150436085
24.5,100,46,2.33137186471193
24.5,100,47,2.15343600049379
24.5,100,48,1.97354944485345
24.5,100,49,1.79186658754705
24.5,100,50,1.60855082696415
24.5,100,51,1.42377466176857
24.5,100,52,1.23771971229252
24.5,100,53,1.05057666142218
24.5,100,54,0.862545104486367
24.5,100,55,0.673833297656611
24.5,100,56,0.484657794635173
24.5,100,57,0.295242962003242
24.5,100,58,0.105820364573146
24.5,100,59,-0.0833719865166997
24.5,100,60,-0.272090528370928
24.5,100,61,-0.460087186640274
24.5,100,62,-0.647110561804668
24.5,100,63,-0.832907258391802
24.5,100,64,-1.01722335037682
24.5,100,65,-1.19980597195973
24.5,100,66,-1.38040501864251
24.5,100,67,-1.55877493917412
24.5,100,68,-1.73467659467716
24.5,100,69,-1.90787915731397
24.5,100,70,-2.07816201741121
24.5,100,71,-2.24531666525607
24.5,100,72,-2.40914851201077
24.5,100,73,-2.56947861354109
24.5,100,74,-2.72614526154946
24.5,100,75,-2.87900540831599
24.5,100,76,-3.02793589458038
24.5,100,77,-3.17283445456842
24.5,100,78,-3.31362047772287
24.5,100,79,-3.45023551311557
24.5,100,80,-3.58264350951145
24.5,100,81,-3.71083079130297
24.5,100,82,-3.83480577769492
24.5,100,83,-3.95459845926
24.5,100,84,-4.07025965200226
24.5,100,85,-4.18186005410358
24.5,100,86,-4.28948913440227
24.5,100,87,-4.39325388424854
24.5,100,88,-4.49327746566857
24.5,100,89,-4.58969778878633
24.5,100,90,-4.6826660503091
24.5,100,91,-4.77234526273748
24.5,100,92,-4.85890880100945
24.5,100,93,-4.94253898974638
24.5,100,94,-5.02342575035516
24.5,100,95,-5.10176532316329
24.5,100,96,-5.17775907570963
24.5,100,97,-5.25161240443932
24.5,100,98,-5.32353373348044
24.5,100,99,-5.39373361099958
24.5,100,100,-5.46242390089592
24.5,100,101,-5.52981706532161
24.5,100,102,-5.59612553170302
24.5,100,103,-5.6615611365577
24.5,100,104,-5.7263346374106
24.5,100,105,-5.79065528345773
24.5,100,106,-5.85473043524504
24.5,100,107,-5.91876522346208
24.5,100,108,-5.98296223693392
24.5,100,109,-6.0475212299732
24.5,100,110,-6.11263883937471
24.5,100,111,-6.17850830145314
24.5,100,112,-6.2453191596026
24.5,100,113,-6.31325695286299
24.5,100,114,-6.38250287589002
24.5,100,115,-6.45323340052615
24.5,100,116,-6.52561984884793
24.5,100,117,-6.59982790711725
24.5,100,118,-6.67601706949193
24.5,100,119,-6.7543399996614
24.5,100,120,-6.83494179778283
24.5,100,121,-6.91795915922214
24.5,100,122,-7.00351941068704
24.5,100,123,-7.09173940841947
24.5,100,124,-7.18272428225258
24.5,100,125,-7.27656600861448
24.5,100,126,-7.37334179508268
24.5,100,127,-7.47311225900029
24.5,100,128,-7.57591938313754
24.5,100,129,-7.68178423265121
24.5,100,130,-7.79070441995121
24.5,100,131,-7.90265130788878
24.5,100,132,-8.01756694737381
24.5,100,133,-8.1353607536313
24.5,100,134,-8.25590593642164
24.5,100,135,-8.37903571434487
24.5,100,136,-8.5045393625294
24.5,100,137,-8.63215816725204
24.5,100,138,-8.76158139091389
24.5,100,139,-8.89244238661521
24.5,100,140,-9.0243150431932
24.5,100,141,-9.15671078816497
24.5,100,142,-9.28907642569721
24.5,100,143,-9.42079313629235
24.5,100,144,-9.55117700944326
24.5,100,145,-9.67948151326475
24.5,100,146,-9.8049023173446
24.5,100,147,-9.9265848665228
24.5,100,148,-10.0436350431476
24.5,100,149,-10.155133143725
24.5,100,150,-10.260151226253
24.5,100,151,-10.3577736565765
24.5,100,152,-10.4471204045412
24.5,100,153,-10.5273723335699
24.5,100,154,-10.597797422222
24.5,100,155,-10.6577765945387
24.5,100,156,-10.7068276628186
24.5,100,157,-10.7446258431248
24.5,100,158,-10.7710194178102
24.5,100,159,-10.7860393960332
24.5,100,160,-10.789902441108
24.5,100,161,-10.7830068454513
24.5,100,162,-10.7659218746638
24.5,100,163,-10.7393713010333
24.5,100,164,-10.7042123408566
24.5,100,165,-10.6614114567663
24.5,100,166,-10.612018569403
24.5,100,167,-10.5571411523595
24.5,100,168,-10.4979194911902
24.5,100,169,-10.4355041141197
24.5,100,170,-10.3710360939914
24.5,100,171,-10.3056306176886
24.5,100,172,-10.2403639502975
24.5,100,173,-10.1762637044265
24.5,100,174,-10.1143021671666
24.5,100,175,-10.0553923364336
24.5,100,176,-10.0003862675268
24.5,100,177,-9.95007531947355
24.5,100,178,-9.9051919082752
24.5,100,179,-9.86641241052475
24.5,100,180,-9.83436090767323
24.5,101,0,7.05927299163272
24.5,101,1,7.04022859765436
24.5,101,2,7.01732564575186
24.5,101,3,6.99055860814982
24.5,101,4,6.95992327321834
24.5,101,5,6.92541672075073
24.5,101,6,6.88703729960852
24.5,101,7,6.84478460823527
24.5,101,8,6.79865947856967
24.5,101,9,6.7486639639189
24.5,101,10,6.69480133138155
24.5,101,11,6.63707605943788
24.5,101,12,6.57549384135097
24.5,101,13,6.51006159504695
24.5,101,14,6.44078748016313
24.5,101,15,6.36768092297064
24.5,101,16,6.29075264989205
24.5,101,17,6.21001473034259
24.5,101,18,6.12548062962774
24.5,101,19,6.03716527262676
24.5,101,20,5.94508511898272
24.5,101,21,5.84925825050314
24.5,101,22,5.74970447145062
24.5,101,23,5.64644542236968
24.5,101,24,5.53950470805341
24.5,101,25,5.42890804020062
24.5,101,26,5.31468339525004
24.5,101,27,5.19686118780133
24.5,101,28,5.07547445994366
24.5,101,29,4.95055908670668
24.5,101,30,4.82215399772878
24.5,101,31,4.69030141509724
24.5,101,32,4.55504710715596
24.5,101,33,4.41644065789402
24.5,101,34,4.27453575132156
24.5,101,35,4.12939047000472
24.5,101,36,3.98106760666639
24.5,101,37,3.82963498746094
24.5,101,38,3.67516580519638
24.5,101,39,3.51773896040379
24.5,101,40,3.35743940773857
24.5,101,41,3.19435850474015
24.5,101,42,3.0285943594742
24.5,101,43,2.86025217303584
24.5,101,44,2.68944457230432
24.5,101,45,2.51629192771436
24.5,101,46,2.34092265015277
24.5,101,47,2.16347346041079
24.5,101,48,1.98408962393691
24.5,101,49,1.80292514295869
24.5,101,50,1.62014289739803
24.5,101,51,1.43591472541998
24.5,101,52,1.25042143396396
24.5,101,53,1.06385272924463
24.5,101,54,0.876407057023059
24.5,101,55,0.688291342482099
24.5,101,56,0.49972061984425
24.5,101,57,0.310917542495182
24.5,101,58,0.12211176537058
24.5,101,59,-0.0664608072296306
24.5,101,60,-0.254558913382774
24.5,101,61,-0.441936967505532
24.5,101,62,-0.628346236415971
24.5,101,63,-0.813536154144174
24.5,101,64,-0.997255768514154
24.5,101,65,-1.17925530857807
24.5,101,66,-1.35928785783934
24.5,101,67,-1.53711111399814
24.5,101,68,-1.71248921186325
24.5,101,69,-1.88519458229346
24.5,101,70,-2.05500981676734
24.5,101,71,-2.22172950464023
24.5,101,72,-2.38516200852712
24.5,101,73,-2.54513114271503
24.5,101,74,-2.7014777201802
24.5,101,75,-2.85406093572628
24.5,101,76,-3.00275955596617
24.5,101,77,-3.14747289126067
24.5,101,78,-3.2881215301521
24.5,101,79,-3.4246478230669
24.5,101,80,-3.55701610883722
24.5,101,81,-3.68521268459327
24.5,101,82,-3.80924552648145
24.5,101,83,-3.92914377514668
24.5,101,84,-4.0449570056934
24.5,101,85,-4.15675430666487
24.5,101,86,-4.26462319628016
24.5,101,87,-4.36866840663546
24.5,101,88,-4.46901056778233
24.5,101,89,-4.5657848235818
24.5,101,90,-4.65913941010325
24.5,101,91,-4.74923422524496
24.5,101,92,-4.8362394153871
24.5,101,93,-4.92033400145534
24.5,101,94,-5.00170456298302
24.5,101,95,-5.08054399481312
24.5,101,96,-5.15705034715776
24.5,101,97,-5.23142575598238
24.5,101,98,-5.30387546722428
24.5,101,99,-5.37460695527436
24.5,101,100,-5.44382913349787
24.5,101,101,-5.51175165236665
24.5,101,102,-5.57858427901626
24.5,101,103,-5.64453635070075
24.5,101,104,-5.70981629365508
24.5,101,105,-5.7746311982367
24.5,101,106,-5.83918644084652
24.5,101,107,-5.90368534296462
24.5,101,108,-5.96832885761786
24.5,101,109,-6.03331527366987
24.5,101,110,-6.09883992843793
24.5,101,111,-6.16509491925182
24.5,101,112,-6.23226880463966
24.5,101,113,-6.30054628582513
24.5,101,114,-6.37010785912579
24.5,101,115,-6.44112942963748
24.5,101,116,-6.5137818762641
24.5,101,117,-6.58823055770216
24.5,101,118,-6.66463474841636
24.5,101,119,-6.74314699295472
24.5,101,120,-6.82391236616359
24.5,101,121,-6.90706762599752
24.5,101,122,-6.9927402447079
24.5,101,123,-7.08104730328307
24.5,101,124,-7.17209423316037
24.5,101,125,-7.26597338851813
24.5,101,126,-7.36276243198895
24.5,101,127,-7.46252251655259
24.5,101,128,-7.56529624684702
24.5,101,129,-7.67110540440789
24.5,101,130,-7.77994842369736
24.5,101,131,-7.89179760956968
24.5,101,132,-8.00659609247622
24.5,101,133,-8.12425452575076
24.5,101,134,-8.24464754033069
24.5,101,135,-8.36760998691752
24.5,101,136,-8.49293301455435
24.5,101,137,-8.62036005856395
24.5,101,138,-8.74958284030389
24.5,101,139,-8.8802375165531
24.5,101,140,-9.01190115740597
24.5,101,141,-9.1440887774802
24.5,101,142,-9.27625119421111
24.5,101,143,-9.40777403584907
24.5,101,144,-9.53797826568583
24.5,101,145,-9.66612262133116
24.5,101,146,-9.79140837998679
24.5,101,147,-9.91298684256116
24.5,101,148,-10.0299698704738
24.5,101,149,-10.1414436994299
24.5,101,150,-10.2464860878623
24.5,101,151,-10.3441866337294
24.5,101,152,-10.4336698203777
24.5,101,153,-10.5141200497059
24.5,101,154,-10.5848076198571
24.5,101,155,-10.6451143454622
24.5,101,156,-10.6945573455379
24.5,101,157,-10.7328094781527
24.5,101,158,-10.7597150093594
24.5,101,159,-10.7752993725165
24.5,101,160,-10.7797722825814
24.5,101,161,-10.773523972583
24.5,101,162,-10.7571148526226
24.5,101,163,-10.7312593857589
24.5,101,164,-10.6968053680465
24.5,101,165,-10.6547100490509
24.5,101,166,-10.606014617353
24.5,101,167,-10.5518185118329
24.5,101,168,-10.4932548335084
24.5,101,169,-10.4314678660283
24.5,101,170,-10.3675934099488
24.5,101,171,-10.3027423360154
24.5,101,172,-10.2379874954108
24.5,101,173,-10.1743539083181
24.5,101,174,-10.112811993384
24.5,101,175,-10.0542734984262
24.5,101,176,-9.99958974000684
24.5,101,177,-9.94955174638951
24.5,101,178,-9.90489191424954
24.5,101,179,-9.86628682442744
24.5,101,180,-9.83436090767323
24.5,102,0,7.05927299163272
24.5,102,1,7.04030965267406
24.5,102,2,7.01748942107696
24.5,102,3,6.99080689169086
24.5,102,4,6.96025800036362
24.5,102,5,6.92583999871164
24.5,102,6,6.88755143121365
24.5,102,7,6.84539211513698
24.5,102,8,6.79936312383412
24.5,102,9,6.74946677397606
24.5,102,10,6.69570661731705
24.5,102,11,6.6380874376124
24.5,102,12,6.57661525333584
24.5,102,13,6.51129732686615
24.5,102,14,6.44214218083226
24.5,102,15,6.36915962232239
24.5,102,16,6.29236077567497
24.5,102,17,6.21175812457619
24.5,102,18,6.12736556419066
24.5,102,19,6.0391984640478
24.5,102,20,5.94727374239478
24.5,102,21,5.85160995270912
24.5,102,22,5.75222738303697
24.5,102,23,5.64914816878815
24.5,102,24,5.54239641957412
24.5,102,25,5.43199836061997
24.5,102,26,5.31798248921514
24.5,102,27,5.20037974658893
24.5,102,28,5.07922370550471
24.5,102,29,4.95455077375997
24.5,102,30,4.82640041365593
24.5,102,31,4.69481537735921
24.5,102,32,4.55984195791696
24.5,102,33,4.42153025550292
24.5,102,34,4.27993445826429
24.5,102,35,4.1351131369038
24.5,102,36,3.98712955186641
24.5,102,37,3.83605197170266
24.5,102,38,3.68195400084748
24.5,102,39,3.52491491468296
24.5,102,40,3.36501999934265
24.5,102,41,3.20236089326322
24.5,102,42,3.03703592699497
24.5,102,43,2.86915045724729
24.5,102,44,2.69881719057019
24.5,102,45,2.5261564914635
24.5,102,46,2.3512966690673
24.5,102,47,2.17437423593159
24.5,102,48,1.99553413170246
24.5,102,49,1.81492990391502
24.5,102,50,1.63272383747154
24.5,102,51,1.44908702383397
24.5,102,52,1.26419936050624
24.5,102,53,1.07824947105926
24.5,102,54,0.891434535804244
24.5,102,55,0.703960023290897
24.5,102,56,0.516039313146105
24.5,102,57,0.327893201422619
24.5,102,58,0.139749280641702
24.5,102,59,-0.0481588118704706
24.5,102,60,-0.235592281906099
24.5,102,61,-0.422308204817017
24.5,102,62,-0.608060689990332
24.5,102,63,-0.792602179710812
24.5,102,64,-0.975684875226498
24.5,102,65,-1.15706227900702
24.5,102,66,-1.3364908381767
24.5,102,67,-1.51373167005805
24.5,102,68,-1.68855234684295
24.5,102,69,-1.86072871280631
24.5,102,70,-2.03004670439012
24.5,102,71,-2.19630414111211
24.5,102,72,-2.35931245377726
24.5,102,73,-2.51889831604783
